objid,ra,dec,u,g,r,i,z,field,specobjid,class,redshift,plate,mjd,fiberid
1.23765E+18,84.22831476,0.704535765,17.2235,16.46866,16.48365,16.55374,16.6224,518,2.31052E+18,STAR,0.00038334,2052,53401,618
1.23765E+18,84.24223285,0.752843508,18.86058,17.23028,16.47231,16.1429,15.9599,518,2.31051E+18,STAR,0.000146413,2052,53401,612
1.23765E+18,84.25290135,0.788275713,17.04257,15.5861,15.6642,14.99645,14.90909,518,2.31051E+18,STAR,0.00018078,2052,53401,602
1.23765E+18,84.35271641,0.671577718,17.95963,16.67808,16.2751,16.1347,16.0455,519,2.31052E+18,STAR,-1.10E-05,2052,53401,617
1.23765E+18,85.70307378,0.672030881,18.62598,17.17277,16.18158,15.61712,15.19083,528,1.40297E+18,GALAXY,0.05184619,1246,54478,377
1.23765E+18,55.54105307,1.266232063,18.05611,16.35564,15.68311,15.43738,15.3242,327,8.2542E+18,STAR,6.50E-05,7331,56658,821
1.23765E+18,80.04816677,1.076806445,16.04134,15.03682,14.63336,14.47409,14.40287,490,8.17529E+18,STAR,0.001031649,7261,56603,463
1.23765E+18,80.08798308,1.082379434,18.15184,16.91889,16.45674,16.28763,16.19976,491,8.17529E+18,STAR,0.000105074,7261,56603,467
1.23765E+18,80.14460389,1.056586392,17.0497,15.89419,15.42523,15.24564,15.32058,491,8.17528E+18,STAR,0.000295822,7261,56603,422
1.23765E+18,80.13512627,1.186679416,18.72321,16.93802,15.9898,15.52462,15.13346,491,8.17529E+18,GALAXY,0.08704335,7261,56603,461
1.23765E+18,80.33558352,1.214414244,18.76831,18.11148,17.58691,17.17667,16.95244,492,8.17527E+18,QSO,1.539758,7261,56603,391
1.23765E+18,80.32843681,1.113562887,19.17434,18.01558,17.47598,17.05881,16.84657,492,8.17526E+18,GALAXY,0.07978687,7261,56603,384
1.23765E+18,80.40102971,1.179089323,17.41985,16.24348,15.79889,15.61912,15.55967,493,8.17526E+18,STAR,9.93E-05,7261,56603,383
1.23765E+18,80.49742892,1.074238459,15.83061,14.71294,14.3038,14.57992,14.08632,493,8.17527E+18,STAR,-0.00033789,7261,56603,389
1.23765E+18,80.60544881,1.112355582,17.31382,16.15133,15.69397,15.57976,15.52574,494,8.17525E+18,STAR,7.81E-06,7261,56603,346
1.23765E+18,80.72502431,1.147143832,19.26915,18.91309,18.98248,18.8957,18.83146,495,8.17525E+18,QSO,0.6779121,7261,56603,343
1.23765E+18,80.97544344,1.136898838,17.56223,17.46462,16.39358,15.7791,15.06147,497,8.17524E+18,STAR,0.000561838,7261,56603,307
1.23765E+18,81.05179005,1.132771581,18.12191,16.94231,16.46729,16.18091,15.95211,497,8.17524E+18,GALAXY,0.02760175,7261,56603,299
1.23765E+18,81.5773727,1.166770726,19.51677,18.46413,18.00479,17.80157,17.7044,501,8.17521E+18,STAR,0.000275074,7261,56603,188
1.23765E+18,81.60739382,1.125551819,18.80227,17.77774,17.38675,17.22668,17.15102,501,8.17521E+18,STAR,0.000982665,7261,56603,186
1.23765E+18,81.71180162,1.187852222,16.83552,15.65989,15.21338,15.02488,14.95213,501,8.1752E+18,STAR,-5.49E-05,7261,56603,142
1.23765E+18,81.91930155,1.065935835,18.28678,15.9818,14.66786,14.25826,13.4937,503,8.1752E+18,STAR,2.69E-05,7261,56603,132
1.23765E+18,82.02660371,1.132373954,16.50459,15.18312,14.68919,14.51255,14.43709,504,8.17519E+18,STAR,5.79E-05,7261,56603,104
1.23765E+18,82.19570707,1.153362428,18.91327,16.81745,16.02782,15.73119,15.57139,505,8.17518E+18,STAR,-0.000106348,7261,56603,79
1.23765E+18,82.21170285,1.089701246,17.55873,16.30663,15.89563,15.73123,15.64901,505,8.17518E+18,STAR,0.000227383,7261,56603,64
1.23765E+18,82.2147991,1.134569298,17.69268,16.43389,16.04524,15.88545,15.82177,505,8.17518E+18,STAR,-2.92E-05,7261,56603,65
1.23765E+18,82.25423046,1.056937606,17.48093,15.72839,15.04843,14.8241,14.72089,505,2.31044E+18,STAR,-3.28E-05,2052,53401,328
1.23765E+18,82.27317122,1.079447355,18.5369,17.46105,17.05694,16.88,16.79718,505,1.40074E+18,STAR,-0.00013445,1244,52674,427
1.23765E+18,82.30377077,1.227825443,17.57055,18.73931,18.2092,16.46041,15.79621,505,1.40074E+18,STAR,8.58E-05,1244,52674,426
1.23765E+18,82.40452046,1.085411892,19.19237,17.88154,17.24968,16.96093,16.77757,506,2.31044E+18,STAR,-0.000270229,2052,53401,324
1.23765E+18,82.42365433,1.094515584,17.23808,15.64786,15.01637,14.7884,14.68237,506,2.31044E+18,STAR,9.03E-06,2052,53401,327
1.23765E+18,82.39043394,1.206587736,19.32651,17.75107,17.13007,16.89304,16.79228,506,2.31043E+18,STAR,5.22E-05,2052,53401,321
1.23765E+18,82.59941208,1.15440894,18.10701,16.34744,15.53905,15.16493,14.96451,507,2.31045E+18,STAR,0.001114156,2052,53401,369
1.23765E+18,82.56326357,1.22665996,19.23974,17.57343,16.89635,16.6293,16.4982,507,2.31045E+18,STAR,0.000108563,2052,53401,378
1.23765E+18,83.03754222,1.126993332,17.52398,16.0421,15.40322,15.13365,14.98692,510,2.31046E+18,STAR,-0.000190496,2052,53401,401
1.23765E+18,83.24614687,1.171669808,16.85776,15.55194,15.14762,14.99704,14.94561,512,2.31047E+18,STAR,9.69E-05,2052,53401,449
1.23765E+18,83.24759031,1.200037223,18.00292,16.26539,15.49275,15.18416,15.02153,512,2.31047E+18,STAR,0.000232551,2052,53401,442
1.23765E+18,83.48175105,1.216620817,18.80371,17.10419,16.16411,15.70085,15.35242,513,2.31049E+18,STAR,-0.00059232,2052,53401,532
1.23765E+18,83.57148361,1.189560535,17.68746,16.29579,15.62724,15.32185,15.15757,514,2.31049E+18,STAR,-1.25E-05,2052,53401,528
1.23765E+18,83.88433724,1.059098819,18.54147,17.2538,16.68313,16.44974,16.33292,516,2.3105E+18,STAR,0.000162191,2052,53401,566
1.23765E+18,84.04163889,1.120451933,18.16806,16.26461,15.47461,15.16823,15.27263,517,2.31051E+18,STAR,9.15E-05,2052,53401,604
1.23765E+18,86.05494474,1.129461996,19.37359,17.85709,16.92044,16.37869,15.99651,530,8.17083E+18,GALAXY,0.0505817,7257,56658,629
1.23765E+18,86.22025447,1.215760018,19.51669,18.18658,17.53216,17.25106,17.06945,532,8.17084E+18,STAR,2.17E-05,7257,56658,665
1.23765E+18,84.09859801,-0.350264891,18.0106,16.50186,15.88938,15.66548,15.53923,495,2.31036E+18,STAR,-8.73E-05,2052,53401,66
1.23765E+18,84.19286661,-0.243291229,18.25343,16.94416,16.44134,16.22317,16.10049,496,2.31037E+18,STAR,7.06E-05,2052,53401,78
1.23765E+18,70.71630391,0.090169791,14.95914,13.24174,12.88507,12.85479,13.27826,406,8.9744E+17,STAR,-0.000277649,797,52263,356
1.23765E+18,83.61452023,0.038044548,19.29804,17.93739,17.32051,17.00373,16.85047,492,2.31048E+18,STAR,1.27E-05,2052,53401,493
1.23765E+18,83.63129622,0.159490338,19.37115,17.70177,16.79014,16.31441,16.01774,492,2.31048E+18,STAR,-0.000106138,2052,53401,481
1.23765E+18,99.71077754,-1.015281977,18.37194,15.98578,14.77608,14.1973,13.78865,433,8.17192E+18,STAR,-8.53E-05,7258,56605,490
1.23765E+18,99.77412384,-1.106337613,16.55442,14.60306,13.89092,13.64049,13.52043,433,8.17191E+18,STAR,-3.23E-05,7258,56605,481
1.23765E+18,99.8487509,-1.071396648,18.2931,15.54402,14.19211,13.53752,13.09513,434,8.17192E+18,STAR,1.99E-05,7258,56605,486
1.23765E+18,99.86687645,-1.067455336,16.25698,14.67911,13.99945,13.7061,13.53759,434,8.17191E+18,STAR,-8.64E-06,7258,56605,466
1.23765E+18,100.0636631,-0.971001744,18.71377,15.47503,14.02213,13.39468,12.94242,435,8.1719E+18,STAR,5.45E-05,7258,56605,424
1.23765E+18,100.2926347,-0.965194217,16.72349,13.92988,12.65085,12.04488,11.58986,437,8.17189E+18,STAR,-2.11E-05,7258,56605,382
1.23765E+18,100.3093806,-1.002753522,16.25207,14.57067,13.91425,13.69364,13.58682,437,8.17189E+18,STAR,0.000103826,7258,56605,384
1.23765E+18,100.2700515,-1.024035377,19.27707,16.75296,15.46598,14.86056,14.43069,437,8.1719E+18,STAR,0.000176663,7258,56605,425
1.23765E+18,99.59643552,-0.707514464,16.44524,14.99401,14.45149,14.23135,14.11356,432,8.17192E+18,STAR,7.64E-05,7258,56605,494
1.23765E+18,99.62733441,-0.567595642,14.86991,13.64012,13.25299,13.12398,13.08995,432,8.17192E+18,STAR,-0.000104403,7258,56605,497
1.23765E+18,99.90194429,-0.688228111,16.30869,14.81907,14.22559,13.98152,13.83462,434,8.17191E+18,STAR,1.82E-06,7258,56605,476
1.23765E+18,99.92099745,-0.601500463,14.29825,12.83867,12.73307,12.75083,12.75873,434,8.17191E+18,STAR,0.000232759,7258,56605,463
1.23765E+18,99.92359831,-0.696657638,18.11262,15.55984,14.26648,13.66982,13.27262,434,8.17191E+18,STAR,0.000190688,7258,56605,464
1.23765E+18,99.92833412,-0.542194326,15.03077,13.62778,13.1333,12.9714,12.93271,434,8.17191E+18,STAR,-3.68E-06,7258,56605,473
1.23765E+18,99.85789846,-0.528431402,19.3075,16.65691,15.28921,14.64381,14.2546,434,8.17192E+18,STAR,-0.00016078,7258,56605,499
1.23765E+18,99.92327774,-0.575429141,19.3161,16.82574,15.49405,14.86199,14.40858,434,8.17191E+18,STAR,0.000295005,7258,56605,480
1.23765E+18,100.1974321,-0.568214549,17.98542,15.04495,13.71882,13.13168,12.71846,436,8.1719E+18,STAR,9.45E-05,7258,56605,433
1.23765E+18,100.2436255,-0.554525281,17.53326,15.23979,14.31731,13.87701,13.61668,436,8.17189E+18,STAR,2.12E-05,7258,56605,393
1.23765E+18,100.2089109,-0.68904072,18.65517,16.47797,15.39157,14.88541,14.48853,436,8.1719E+18,GALAXY,0.000299531,7258,56605,429
1.23765E+18,100.3904703,-0.555037078,18.24998,15.50566,14.08174,13.47944,13.09516,437,8.17189E+18,STAR,-0.0001262,7258,56605,389
1.23765E+18,99.71987382,-0.19566468,17.4527,15.20457,14.22327,13.80928,13.54615,433,8.17192E+18,STAR,7.12E-05,7258,56605,512
1.23765E+18,99.78079638,-0.167151893,14.91552,13.31726,13.00348,12.88757,12.83035,433,8.17193E+18,STAR,4.82E-05,7258,56605,538
1.23765E+18,99.92930185,-0.157745638,14.22152,13.03663,12.78079,12.71204,12.72381,434,8.17194E+18,STAR,0.000108876,7258,56605,575
1.23765E+18,100.0855914,-0.170594126,16.33307,14.75739,14.18637,14.01078,13.91708,435,8.17194E+18,STAR,0.000231433,7258,56605,574
1.23765E+18,100.0510796,-0.283105899,19.12341,16.58392,15.26588,14.62457,14.14859,435,8.17194E+18,STAR,9.22E-05,7258,56605,579
1.23765E+18,100.147305,-0.305955774,18.10345,14.97647,13.55928,12.95088,12.52302,436,8.17194E+18,STAR,9.36E-05,7258,56605,580
1.23765E+18,100.1794481,-0.133506949,16.82007,14.10755,12.8483,13.38778,11.94312,436,8.17195E+18,STAR,-4.23E-05,7258,56605,617
1.23765E+18,100.2582913,-0.107215615,16.26301,14.10957,12.50703,11.88581,11.83405,437,8.17195E+18,STAR,0.000120695,7258,56605,614
1.23765E+18,91.66803346,0.244902061,19.13588,18.91597,19.23238,19.46651,19.86673,379,1.40638E+18,STAR,0.000168509,1249,54484,473
1.23765E+18,99.6861841,0.178141473,18.27671,16.06061,15.01363,14.55837,14.26924,433,8.17192E+18,STAR,0.000234188,7258,56605,501
1.23765E+18,99.73466693,0.160287959,17.60005,15.64798,14.96702,14.64446,14.41837,433,8.17193E+18,STAR,0.00024064,7258,56605,526
1.23765E+18,99.71325866,0.197227382,16.34555,15.15453,14.64947,14.41756,14.21426,433,8.17192E+18,STAR,0.000143217,7258,56605,502
1.23765E+18,99.8999254,0.213445629,14.12457,12.99304,12.62205,14.07472,12.50577,434,8.17193E+18,STAR,-7.22E-05,7258,56605,530
1.23765E+18,99.93277922,0.247622399,17.17057,14.91963,13.96046,13.617,13.43427,434,8.17193E+18,STAR,0.000160939,7258,56605,523
1.23765E+18,99.96549975,0.244394354,13.57293,12.69742,12.56807,12.71218,12.50522,435,8.17194E+18,STAR,5.51E-05,7258,56605,562
1.23765E+18,99.96781027,0.305524208,16.38135,14.81422,14.224,13.96774,13.82713,435,8.17194E+18,STAR,5.84E-05,7258,56605,560
1.23765E+18,100.0362708,0.264730131,14.49739,13.37598,13.25873,13.28182,13.24849,435,8.17194E+18,STAR,5.23E-05,7258,56605,563
1.23765E+18,100.1156809,0.165669249,15.53427,13.91737,13.36457,13.20782,13.14877,436,8.17194E+18,STAR,4.86E-06,7258,56605,567
1.23765E+18,100.1488903,0.210900118,17.3626,15.30423,14.25304,13.77361,13.45362,436,8.17194E+18,STAR,0.000181077,7258,56605,566
1.23765E+18,100.184357,0.216646974,16.35957,13.81253,12.58685,12.53111,11.87779,436,8.17195E+18,STAR,6.63E-05,7258,56605,601
1.23765E+18,100.1934405,0.106275707,17.49594,14.72159,13.4105,13.24213,12.4534,436,8.17195E+18,STAR,0.000323046,7258,56605,606
1.23765E+18,100.3540345,0.125422989,14.66061,13.45648,13.05592,13.30967,12.91978,437,8.17196E+18,STAR,0.000282855,7258,56605,646
1.23765E+18,100.3911627,0.312872242,16.96594,14.16444,12.932,12.90461,12.08129,437,8.17196E+18,STAR,0.000323969,7258,56605,637
1.23765E+18,99.88182878,0.559673838,16.59443,14.9641,14.35869,14.07938,13.90511,434,8.17193E+18,STAR,0.000105702,7258,56605,544
1.23765E+18,99.95951901,0.614494839,19.19112,16.63538,15.29524,14.59272,14.09674,435,8.17193E+18,STAR,0.000114309,7258,56605,543
1.23765E+18,100.1340318,0.549696656,15.09839,13.79709,13.02013,13.30806,13.0804,436,8.17193E+18,STAR,1.29E-05,7258,56605,549
1.23765E+18,100.1567008,0.69937449,18.24353,15.52803,14.03644,13.3511,12.90407,436,8.17194E+18,STAR,0.000261566,7258,56605,587
1.23765E+18,100.1899975,0.52664465,15.72759,14.49994,14.12587,13.94415,13.87341,436,8.17194E+18,STAR,-4.50E-07,7258,56605,592
1.23765E+18,100.2266413,0.578298301,17.28138,14.89315,13.81572,13.30319,12.97412,436,8.17194E+18,STAR,1.17E-05,7258,56605,593
1.23765E+18,100.2355231,0.659331974,18.4293,15.40012,13.92262,13.17264,12.6625,436,8.17194E+18,STAR,0.00010633,7258,56605,590
1.23765E+18,100.3250464,0.691780698,15.95982,14.58764,14.0624,13.88333,13.80201,437,8.17196E+18,STAR,0.000150429,7258,56605,634
1.23765E+18,100.3261582,0.533098285,17.77117,15.19972,13.90788,13.36894,12.94053,437,8.17196E+18,STAR,0.000401035,7258,56605,635
1.23765E+18,100.3625004,0.59576367,16.92754,14.59975,13.7063,13.12693,12.17422,437,8.17196E+18,STAR,0.000348159,7258,56605,631
1.23765E+18,83.19365831,-0.128046999,16.46373,15.13707,14.71039,14.53198,14.44355,158,2.3104E+18,STAR,0.000208213,2052,53401,195
1.23765E+18,100.0932256,-0.857846725,17.55848,14.86093,14.59729,12.87539,12.67406,161,8.1719E+18,STAR,9.54E-05,7258,56605,426
1.23765E+18,100.1358582,-0.835307091,14.85567,14.1408,14.00877,13.99487,14.01255,161,8.1719E+18,STAR,5.33E-05,7258,56605,421
1.23765E+18,100.0615381,-0.7880804,19.46058,16.76526,15.39507,14.74972,14.31411,161,8.1719E+18,STAR,0.000240084,7258,56605,430
1.23765E+18,100.252996,-0.770167842,16.95083,15.86987,11.91754,12.13005,13.21452,162,8.17189E+18,STAR,3.10E-06,7258,56605,383
1.23765E+18,100.3219293,-0.763910686,17.23424,15.47129,13.25351,12.7706,13.10175,163,8.17189E+18,STAR,-8.65E-05,7258,56605,387
1.23765E+18,100.4263435,-0.708962274,18.8389,16.36769,15.2108,14.66939,14.33108,163,8.17189E+18,STAR,0.000286548,7258,56605,394
1.23765E+18,100.5627079,-0.823750479,17.61432,15.16935,14.04556,13.52006,13.19073,164,8.17188E+18,STAR,0.000264178,7258,56605,344
1.23765E+18,100.5859087,-0.689441038,16.63498,15.16971,14.63309,14.36689,14.26615,164,8.17188E+18,STAR,0.000114999,7258,56605,351
1.23765E+18,100.4595855,-0.772983462,19.49971,17.04481,15.77661,15.17081,14.7705,164,8.17189E+18,STAR,0.000133672,7258,56605,392
1.23765E+18,100.6130031,-0.715030445,18.22024,15.66424,14.40254,13.81275,13.42666,165,8.17188E+18,STAR,0.000259317,7258,56605,348
1.23765E+18,100.6491195,-0.810856605,18.24782,15.28496,15.20776,14.68453,12.88275,165,8.17188E+18,STAR,5.58E-06,7258,56605,345
1.23765E+18,100.6480948,-0.851536841,15.53489,14.6048,14.39718,14.32502,14.2755,165,8.17188E+18,STAR,-1.60E-05,7258,56605,343
1.23765E+18,100.7468498,-0.770264541,15.25757,14.58035,14.49038,14.49997,14.49979,166,8.17187E+18,STAR,0.000198726,7258,56605,310
1.23765E+18,100.7439419,-0.796623112,17.17388,16.5808,12.87667,12.34686,13.32632,166,8.17187E+18,STAR,0.000211584,7258,56605,307
1.23765E+18,100.8436714,-0.772298144,18.31279,15.82869,14.79757,14.35638,14.09628,166,8.17187E+18,STAR,-0.000173216,7258,56605,316
1.23765E+18,100.8553979,-0.863881621,17.35177,15.94788,12.84458,12.30229,13.01775,166,8.17186E+18,STAR,9.18E-05,7258,56605,301
1.23765E+18,100.8619011,-0.78646127,17.41914,15.16559,14.00926,13.10122,13.1809,166,8.17187E+18,STAR,9.48E-05,7258,56605,309
1.23765E+18,100.8814886,-0.765942256,16.41869,13.81753,12.40378,13.99937,13.19693,166,8.17187E+18,STAR,-0.000205315,7258,56605,315
1.23765E+18,100.9079512,-0.791248664,18.44154,16.22629,15.09477,14.54812,14.18415,167,8.17186E+18,STAR,0.000152099,7258,56605,303
1.23765E+18,100.9183007,-0.693147585,18.04755,15.38009,15.04563,13.78939,13.38793,167,8.17186E+18,STAR,-0.000155943,7258,56605,278
1.23765E+18,100.9249609,-0.716882897,16.55116,14.74506,14.08645,13.86797,13.77649,167,8.17186E+18,STAR,9.02E-05,7258,56605,276
1.23765E+18,100.9267375,-0.869441538,16.71484,15.23075,14.65818,14.33652,14.19948,167,8.17186E+18,STAR,-0.000109596,7258,56605,271
1.23765E+18,100.9466038,-0.756386778,15.88955,14.41315,14.89784,13.70609,13.7387,167,8.17186E+18,STAR,-7.79E-05,7258,56605,268
1.23765E+18,100.9438515,-0.82757357,16.67456,15.25658,14.68778,14.40886,14.27848,167,8.17186E+18,STAR,-4.91E-06,7258,56605,273
1.23765E+18,100.9844344,-0.672152828,17.0342,15.35213,13.10755,14.19772,13.37353,167,8.17186E+18,STAR,-8.51E-06,7258,56605,272
1.23765E+18,100.9845928,-0.719361907,16.64076,15.6317,11.27709,11.08821,13.89948,167,8.17186E+18,STAR,-4.14E-05,7258,56605,270
1.23765E+18,100.9872753,-0.75812309,16.47881,15.16946,14.65938,14.44569,14.34483,167,8.17186E+18,STAR,-7.09E-05,7258,56605,279
1.23765E+18,101.0144652,-0.697778508,18.20855,16.04986,16.15988,14.70607,13.77866,167,8.17186E+18,STAR,4.66E-05,7258,56605,277
1.23765E+18,101.0164059,-0.757912565,16.76548,15.32125,14.72048,14.46915,14.33289,167,8.17185E+18,STAR,7.52E-05,7258,56605,266
1.23765E+18,101.027322,-0.853816763,16.89535,15.74502,13.2956,12.81051,13.28545,167,8.17186E+18,STAR,2.66E-05,7258,56605,275
1.23765E+18,101.0434266,-0.749612461,15.7765,14.35841,13.78543,13.5118,13.35102,168,8.17185E+18,STAR,3.36E-05,7258,56605,237
1.23765E+18,101.0431704,-0.807060097,18.03511,15.62227,14.48885,13.94889,13.61962,168,8.17184E+18,STAR,1.09E-05,7258,56605,228
1.23765E+18,101.046334,-0.846807941,16.60745,15.2676,14.8016,14.52773,14.45389,168,8.17184E+18,STAR,0.000131649,7258,56605,227
1.23765E+18,101.0604468,-0.74284322,15.62589,14.39942,13.97631,13.80801,13.65923,168,8.17185E+18,STAR,-8.19E-05,7258,56605,235
1.23765E+18,101.0622236,-0.801050757,16.3724,14.80086,14.18673,13.9063,13.78163,168,8.17185E+18,STAR,-3.06E-06,7258,56605,232
1.23765E+18,101.0645095,-0.875976181,16.91608,15.28226,14.67293,14.36364,14.25769,168,8.17185E+18,STAR,4.96E-05,7258,56605,233
1.23765E+18,101.0639308,-0.840073775,17.7294,15.32982,14.22485,13.67977,13.36031,168,8.17184E+18,STAR,0.00023353,7258,56605,224
1.23765E+18,101.0838019,-0.730393859,15.32656,13.80488,13.12536,14.91675,13.42107,168,8.17185E+18,STAR,5.82E-05,7258,56605,239
1.23765E+18,101.0846771,-0.790376318,15.66428,15.12716,14.88557,13.56496,13.6881,168,8.17185E+18,STAR,-0.000118743,7258,56605,234
1.23765E+18,101.0912777,-0.807718639,16.38504,14.89285,14.32658,14.06503,13.95623,168,8.17185E+18,STAR,-2.06E-05,7258,56605,231
1.23765E+18,101.1076171,-0.79977737,17.14263,15.55865,14.94938,14.71831,14.63904,168,8.17184E+18,STAR,-2.28E-05,7258,56605,226
1.23765E+18,101.1559325,-0.775554299,16.88583,15.18121,15.18409,12.57092,13.10611,168,8.17184E+18,STAR,6.55E-05,7258,56605,197
1.23765E+18,101.2260953,-0.854901139,16.49078,14.70659,12.90156,14.11075,13.32934,169,8.17183E+18,STAR,0.000169957,7258,56605,190
1.23765E+18,101.2214038,-0.829490081,17.09298,15.58316,15.58242,13.61022,13.44883,169,8.17183E+18,STAR,0.000202244,7258,56605,191
1.23765E+18,101.2637655,-0.854381037,15.38091,15.43711,13.1169,12.82381,13.31116,169,8.17183E+18,STAR,9.08E-05,7258,56605,182
1.23765E+18,101.2648429,-0.75829793,16.59293,16.17542,12.59359,12.01177,13.1072,169,8.17184E+18,STAR,-1.54E-05,7258,56605,195
1.23765E+18,101.2683637,-0.736322123,18.70979,15.76447,14.50988,13.99372,13.73749,169,8.17184E+18,STAR,0.000115313,7258,56605,199
1.23765E+18,101.3791618,-0.781606115,15.34887,15.31746,14.89594,13.30219,13.30271,170,8.17182E+18,STAR,-3.40E-05,7258,56605,148
1.23765E+18,101.4400892,-0.726757857,14.81476,14.7346,14.83394,14.39823,13.4381,170,8.17182E+18,STAR,2.43E-05,7258,56605,156
1.23765E+18,101.4084491,-0.866633418,17.34932,15.44736,13.04946,14.02749,12.85555,170,8.17182E+18,STAR,8.27E-05,7258,56605,145
1.23765E+18,101.4671046,-0.807318226,18.61948,16.34222,15.24818,14.75095,14.45378,170,8.17182E+18,STAR,0.000141907,7258,56605,152
1.23765E+18,101.5451276,-0.704038481,18.43407,16.00385,14.72254,14.09892,13.65866,171,8.17181E+18,STAR,0.000130486,7258,56605,117
1.23765E+18,101.5878762,-0.776200511,18.7628,15.68617,14.27985,13.70982,13.29861,171,8.17181E+18,STAR,-3.10E-05,7258,56605,101
1.23765E+18,101.6106391,-0.710162361,16.15473,14.58536,14.1499,13.99001,13.88283,171,8.17181E+18,STAR,-2.88E-05,7258,56605,118
1.23765E+18,101.6741267,-0.77718628,18.69098,16.01608,14.70142,14.08949,13.65679,172,8.17181E+18,STAR,-1.26E-05,7258,56605,109
1.23765E+18,101.6859851,-0.715557955,15.6364,14.59404,14.26156,13.836,13.64238,172,8.1718E+18,STAR,0.000135315,7258,56605,75
1.23765E+18,101.6983933,-0.843515216,15.33949,13.25473,12.9964,12.99637,13.5893,172,8.1718E+18,STAR,-8.32E-05,7258,56605,63
1.23765E+18,101.6984236,-0.683015022,17.96331,15.44903,14.36084,13.90272,13.61948,172,8.1718E+18,STAR,6.97E-05,7258,56605,70
1.23765E+18,102.3391136,-0.820580098,15.67315,14.2953,13.70305,13.57439,13.47969,176,8.17178E+18,STAR,0.000192736,7258,56605,3
1.23765E+18,96.11098887,-0.453163951,18.92984,17.40899,17.14594,17.03261,16.92126,135,1.41752E+18,STAR,0.000190964,1259,52931,27
1.23765E+18,99.77262077,-0.425136319,18.37494,15.97956,15.0186,14.8048,14.50882,159,8.17191E+18,STAR,0.000101784,7258,56605,482
1.23765E+18,99.86868978,-0.33661482,16.41547,15.02358,14.56885,14.38471,14.30559,160,8.17193E+18,STAR,3.69E-05,7258,56605,540
1.23765E+18,99.87871963,-0.385852601,18.81198,16.02653,14.62627,13.96418,13.49142,160,8.17193E+18,STAR,0.000179041,7258,56605,539
1.23765E+18,100.1901294,-0.340960184,16.37185,14.82039,14.18476,13.89882,13.75955,162,8.17195E+18,STAR,-4.71E-05,7258,56605,620
